id,feature,feature_priority,page_name,page_slug,page_type,status,procore_url,screenshot_path,alleato_route,button_count,form_field_count,table_column_count,implementation_notes
change-orders/unexecuted_prime_contract_cos,Change Orders,critical,Unexecuted Prime Contract Cos,unexecuted_prime_contract_cos,other,not_started,https://us02.procore.com/562949954728542/project/reports/unexecuted_prime_contract_cos,/Users/meganharrison/Documents/github/alleato-procore/apps/docs/pages/PLANS/change-orders/crawl-change-orders/pages/unexecuted_prime_contract_cos/screenshot.png,,2,0,0,
change-orders/view_change_order_package_pdf,Change Orders,critical,View Change Order Package Pdf,view_change_order_package_pdf,detail,not_started,https://us02.procore.com/562949954728542/project/change_orders/562949955898890/view_change_order_package_pdf,/Users/meganharrison/Documents/github/alleato-procore/apps/docs/pages/PLANS/change-orders/crawl-change-orders/pages/view_change_order_package_pdf/screenshot.png,,0,0,0,
change-orders/www_procore_com,Change Orders,critical,Www Procore Com,www_procore_com,other,not_started,http://www.procore.com/,/Users/meganharrison/Documents/github/alleato-procore/apps/docs/pages/PLANS/change-orders/crawl-change-orders/pages/www_procore_com/screenshot.png,,35,0,0,
commitments/562949957166626_pdf,Commitments,critical,562949957166626 Pdf,562949957166626_pdf,other,not_started,https://us02.procore.com/562949954728542/project/commitments/work_order_contracts/562949957166626.pdf,/Users/meganharrison/Documents/github/alleato-procore/apps/docs/pages/PLANS/commitments/procore-crawl-output/pages/562949957166626_pdf/screenshot.png,,0,0,0,
commitments/562949957166673_pdf,Commitments,critical,562949957166673 Pdf,562949957166673_pdf,other,not_started,https://us02.procore.com/562949954728542/project/commitments/work_order_contracts/562949957166673.pdf,/Users/meganharrison/Documents/github/alleato-procore/apps/docs/pages/PLANS/commitments/procore-crawl-output/pages/562949957166673_pdf/screenshot.png,,0,0,0,
commitments/562949957166702_pdf,Commitments,critical,562949957166702 Pdf,562949957166702_pdf,other,not_started,https://us02.procore.com/562949954728542/project/commitments/work_order_contracts/562949957166702.pdf,/Users/meganharrison/Documents/github/alleato-procore/apps/docs/pages/PLANS/commitments/procore-crawl-output/pages/562949957166702_pdf/screenshot.png,,0,0,0,
commitments/562949957167482_pdf,Commitments,critical,562949957167482 Pdf,562949957167482_pdf,other,not_started,https://us02.procore.com/562949954728542/project/commitments/work_order_contracts/562949957167482.pdf,/Users/meganharrison/Documents/github/alleato-procore/apps/docs/pages/PLANS/commitments/procore-crawl-output/pages/562949957167482_pdf/screenshot.png,,0,0,0,
commitments/562949957179824_pdf,Commitments,critical,562949957179824 Pdf,562949957179824_pdf,other,not_started,https://us02.procore.com/562949954728542/project/commitments/work_order_contracts/562949957179824.pdf,/Users/meganharrison/Documents/github/alleato-procore/apps/docs/pages/PLANS/commitments/procore-crawl-output/pages/562949957179824_pdf/screenshot.png,,0,0,0,
commitments/562949957179879_pdf,Commitments,critical,562949957179879 Pdf,562949957179879_pdf,other,not_started,https://us02.procore.com/562949954728542/project/commitments/work_order_contracts/562949957179879.pdf,/Users/meganharrison/Documents/github/alleato-procore/apps/docs/pages/PLANS/commitments/procore-crawl-output/pages/562949957179879_pdf/screenshot.png,,0,0,0,
commitments/562949957274109_pdf,Commitments,critical,562949957274109 Pdf,562949957274109_pdf,other,not_started,https://us02.procore.com/562949954728542/project/commitments/purchase_order_contracts/562949957274109.pdf,/Users/meganharrison/Documents/github/alleato-procore/apps/docs/pages/PLANS/commitments/procore-crawl-output/pages/562949957274109_pdf/screenshot.png,,0,0,0,
commitments/562949957274119_pdf,Commitments,critical,562949957274119 Pdf,562949957274119_pdf,other,not_started,https://us02.procore.com/562949954728542/project/commitments/purchase_order_contracts/562949957274119.pdf,/Users/meganharrison/Documents/github/alleato-procore/apps/docs/pages/PLANS/commitments/procore-crawl-output/pages/562949957274119_pdf/screenshot.png,,0,0,0,
commitments/562949957642101_pdf,Commitments,critical,562949957642101 Pdf,562949957642101_pdf,other,not_started,https://us02.procore.com/562949954728542/project/commitments/work_order_contracts/562949957642101.pdf,/Users/meganharrison/Documents/github/alleato-procore/apps/docs/pages/PLANS/commitments/procore-crawl-output/pages/562949957642101_pdf/screenshot.png,,0,0,0,
commitments/562949957643548_pdf,Commitments,critical,562949957643548 Pdf,562949957643548_pdf,other,not_started,https://us02.procore.com/562949954728542/project/commitments/purchase_order_contracts/562949957643548.pdf,/Users/meganharrison/Documents/github/alleato-procore/apps/docs/pages/PLANS/commitments/procore-crawl-output/pages/562949957643548_pdf/screenshot.png,,0,0,0,
commitments/562949957643666_pdf,Commitments,critical,562949957643666 Pdf,562949957643666_pdf,other,not_started,https://us02.procore.com/562949954728542/project/commitments/work_order_contracts/562949957643666.pdf,/Users/meganharrison/Documents/github/alleato-procore/apps/docs/pages/PLANS/commitments/procore-crawl-output/pages/562949957643666_pdf/screenshot.png,,0,0,0,
commitments/562949957643866_pdf,Commitments,critical,562949957643866 Pdf,562949957643866_pdf,other,not_started,https://us02.procore.com/562949954728542/project/commitments/purchase_order_contracts/562949957643866.pdf,/Users/meganharrison/Documents/github/alleato-procore/apps/docs/pages/PLANS/commitments/procore-crawl-output/pages/562949957643866_pdf/screenshot.png,,0,0,0,
commitments/562949957644001_pdf,Commitments,critical,562949957644001 Pdf,562949957644001_pdf,other,not_started,https://us02.procore.com/562949954728542/project/commitments/work_order_contracts/562949957644001.pdf,/Users/meganharrison/Documents/github/alleato-procore/apps/docs/pages/PLANS/commitments/procore-crawl-output/pages/562949957644001_pdf/screenshot.png,,0,0,0,
commitments/action button,Commitments,critical,Action Button,action button,other,not_started,,/Users/meganharrison/Documents/github/alleato-procore/apps/docs/pages/PLANS/commitments/procore-crawl-output/pages/action button/screenshot.png,,0,0,0,
commitments/commitment-detail-2,Commitments,critical,Commitment Detail 2,commitment-detail-2,detail,not_started,,/Users/meganharrison/Documents/github/alleato-procore/apps/docs/pages/PLANS/commitments/procore-crawl-output/pages/commitment-detail-2/screenshot.png,,0,0,0,
commitments/commitment-detail-export,Commitments,critical,Commitment Detail Export,commitment-detail-export,detail,not_started,,/Users/meganharrison/Documents/github/alleato-procore/apps/docs/pages/PLANS/commitments/procore-crawl-output/pages/commitment-detail-export/screenshot.png,,0,0,0,
commitments/commitment detail subcontractor,Commitments,critical,Commitment Detail Subcontractor,commitment detail subcontractor,detail,not_started,https://us02.procore.com/562949954728542/project/contracts/commitments/work_order_contracts/562949957166626,/Users/meganharrison/Documents/github/alleato-procore/apps/docs/pages/PLANS/commitments/procore-crawl-output/pages/commitment detail subcontractor/screenshot.png,,32,0,0,
commitments/configure_tab,Commitments,critical,Configure Tab,configure_tab,tab,not_started,https://us02.procore.com/562949954728542/project/commitments/configure_tab,/Users/meganharrison/Documents/github/alleato-procore/apps/docs/pages/PLANS/commitments/procore-crawl-output/pages/configure_tab/screenshot.png,,4,0,0,
commitments/delete,Commitments,critical,Delete,delete,other,not_started,,/Users/meganharrison/Documents/github/alleato-procore/apps/docs/pages/PLANS/commitments/procore-crawl-output/pages/delete/screenshot.png,,0,0,0,
commitments/delete2,Commitments,critical,Delete2,delete2,other,not_started,,/Users/meganharrison/Documents/github/alleato-procore/apps/docs/pages/PLANS/commitments/procore-crawl-output/pages/delete2/screenshot.png,,0,0,0,
commitments/recycled,Commitments,critical,Recycled,recycled,other,not_started,https://us02.procore.com/webclients/host/companies/562949953443325/projects/562949954728542/tools/contracts/commitments/recycled,/Users/meganharrison/Documents/github/alleato-procore/apps/docs/pages/PLANS/commitments/procore-crawl-output/pages/recycled/screenshot.png,,35,0,0,
direct-costs/configure_tab,Direct Costs,critical,Configure Tab,configure_tab,tab,not_started,https://us02.procore.com/562949954728542/project/direct_costs/configure_tab,/Users/meganharrison/Documents/github/alleato-procore/apps/docs/pages/PLANS/direct-costs/crawl-direct-costs/pages/configure_tab/screenshot.png,,2,0,0,
direct-costs/conversations,Direct Costs,critical,Conversations,conversations,other,not_started,https://us02.procore.com/562949954728542/project/conversations,/Users/meganharrison/Documents/github/alleato-procore/apps/docs/pages/PLANS/direct-costs/crawl-direct-costs/pages/conversations/screenshot.png,,6,0,0,
direct-costs/direct-costs,Direct Costs,critical,Direct Costs,direct-costs,other,not_started,https://support.procore.com/products/online/user-guide/project-level/direct-costs,/Users/meganharrison/Documents/github/alleato-procore/apps/docs/pages/PLANS/direct-costs/crawl-direct-costs/pages/direct-costs/screenshot.png,,11,0,0,
direct-costs/direct_costs,Direct Costs,critical,Direct Costs,direct_costs,other,not_started,https://us02.procore.com/562949954728542/project/direct_costs,/Users/meganharrison/Documents/github/alleato-procore/apps/docs/pages/PLANS/direct-costs/crawl-direct-costs/pages/direct_costs/screenshot.png,,14,0,0,
direct-costs/home,Direct Costs,critical,Home,home,other,not_started,https://us02.procore.com/562949954728542/project/home,/Users/meganharrison/Documents/github/alleato-procore/apps/docs/pages/PLANS/direct-costs/crawl-direct-costs/pages/home/screenshot.png,,2,0,0,
direct-costs/index_page_1_sort_5battribute_5d_direct_cost_type_sort_5bdirection_5d_asc,Direct Costs,critical,Index Page 1 Sort 5battribute 5d Direct Cost Type Sort 5bdirection 5d Asc,index_page_1_sort_5battribute_5d_direct_cost_type_sort_5bdirection_5d_asc,other,not_started,https://us02.procore.com/562949954728542/project/direct_costs/summary/index?page=1&sort%5Battribute%5D=direct_cost_type&sort%5Bdirection%5D=asc,/Users/meganharrison/Documents/github/alleato-procore/apps/docs/pages/PLANS/direct-costs/crawl-direct-costs/pages/index_page_1_sort_5battribute_5d_direct_cost_type_sort_5bdirection_5d_asc/screenshot.png,,14,0,0,
direct-costs/index_page_1_sort_5battribute_5d_grand_total_sort_5bdirection_5d_asc,Direct Costs,critical,Index Page 1 Sort 5battribute 5d Grand Total Sort 5bdirection 5d Asc,index_page_1_sort_5battribute_5d_grand_total_sort_5bdirection_5d_asc,other,not_started,https://us02.procore.com/562949954728542/project/direct_costs/summary/index?page=1&sort%5Battribute%5D=grand_total&sort%5Bdirection%5D=asc,/Users/meganharrison/Documents/github/alleato-procore/apps/docs/pages/PLANS/direct-costs/crawl-direct-costs/pages/index_page_1_sort_5battribute_5d_grand_total_sort_5bdirection_5d_asc/screenshot.png,,14,0,0,
direct-costs/index_page_1_sort_5battribute_5d_invoice_number_sort_5bdirection_5d_asc,Direct Costs,critical,Index Page 1 Sort 5battribute 5d Invoice Number Sort 5bdirection 5d Asc,index_page_1_sort_5battribute_5d_invoice_number_sort_5bdirection_5d_asc,other,not_started,https://us02.procore.com/562949954728542/project/direct_costs/summary/index?page=1&sort%5Battribute%5D=invoice_number&sort%5Bdirection%5D=asc,/Users/meganharrison/Documents/github/alleato-procore/apps/docs/pages/PLANS/direct-costs/crawl-direct-costs/pages/index_page_1_sort_5battribute_5d_invoice_number_sort_5bdirection_5d_asc/screenshot.png,,14,0,0,
direct-costs/index_page_1_sort_5battribute_5d_item_date_sort_5bdirection_5d_asc,Direct Costs,critical,Index Page 1 Sort 5battribute 5d Item Date Sort 5bdirection 5d Asc,index_page_1_sort_5battribute_5d_item_date_sort_5bdirection_5d_asc,other,not_started,https://us02.procore.com/562949954728542/project/direct_costs/summary/index?page=1&sort%5Battribute%5D=item_date&sort%5Bdirection%5D=asc,/Users/meganharrison/Documents/github/alleato-procore/apps/docs/pages/PLANS/direct-costs/crawl-direct-costs/pages/index_page_1_sort_5battribute_5d_item_date_sort_5bdirection_5d_asc/screenshot.png,,14,0,0,
direct-costs/index_page_1_sort_5battribute_5d_last_name_sort_5bdirection_5d_asc,Direct Costs,critical,Index Page 1 Sort 5battribute 5d Last Name Sort 5bdirection 5d Asc,index_page_1_sort_5battribute_5d_last_name_sort_5bdirection_5d_asc,other,not_started,https://us02.procore.com/562949954728542/project/direct_costs/summary/index?page=1&sort%5Battribute%5D=last_name&sort%5Bdirection%5D=asc,/Users/meganharrison/Documents/github/alleato-procore/apps/docs/pages/PLANS/direct-costs/crawl-direct-costs/pages/index_page_1_sort_5battribute_5d_last_name_sort_5bdirection_5d_asc/screenshot.png,,14,0,0,
direct-costs/index_page_1_sort_5battribute_5d_payment_date_sort_5bdirection_5d_asc,Direct Costs,critical,Index Page 1 Sort 5battribute 5d Payment Date Sort 5bdirection 5d Asc,index_page_1_sort_5battribute_5d_payment_date_sort_5bdirection_5d_asc,other,not_started,https://us02.procore.com/562949954728542/project/direct_costs/summary/index?page=1&sort%5Battribute%5D=payment_date&sort%5Bdirection%5D=asc,/Users/meganharrison/Documents/github/alleato-procore/apps/docs/pages/PLANS/direct-costs/crawl-direct-costs/pages/index_page_1_sort_5battribute_5d_payment_date_sort_5bdirection_5d_asc/screenshot.png,,14,0,0,
direct-costs/index_page_1_sort_5battribute_5d_received_date_sort_5bdirection_5d_asc,Direct Costs,critical,Index Page 1 Sort 5battribute 5d Received Date Sort 5bdirection 5d Asc,index_page_1_sort_5battribute_5d_received_date_sort_5bdirection_5d_asc,other,not_started,https://us02.procore.com/562949954728542/project/direct_costs/summary/index?page=1&sort%5Battribute%5D=received_date&sort%5Bdirection%5D=asc,/Users/meganharrison/Documents/github/alleato-procore/apps/docs/pages/PLANS/direct-costs/crawl-direct-costs/pages/index_page_1_sort_5battribute_5d_received_date_sort_5bdirection_5d_asc/screenshot.png,,14,0,0,
direct-costs/index_page_1_sort_5battribute_5d_status_sort_5bdirection_5d_asc,Direct Costs,critical,Index Page 1 Sort 5battribute 5d Status Sort 5bdirection 5d Asc,index_page_1_sort_5battribute_5d_status_sort_5bdirection_5d_asc,other,not_started,https://us02.procore.com/562949954728542/project/direct_costs/summary/index?page=1&sort%5Battribute%5D=status&sort%5Bdirection%5D=asc,/Users/meganharrison/Documents/github/alleato-procore/apps/docs/pages/PLANS/direct-costs/crawl-direct-costs/pages/index_page_1_sort_5battribute_5d_status_sort_5bdirection_5d_asc/screenshot.png,,14,0,0,
direct-costs/summary_by_cost_code_settle_true,Direct Costs,critical,Summary By Cost Code Settle True,summary_by_cost_code_settle_true,other,not_started,https://us02.procore.com/562949954728542/project/direct_costs/summary_by_cost_code?settle=true,/Users/meganharrison/Documents/github/alleato-procore/apps/docs/pages/PLANS/direct-costs/crawl-direct-costs/pages/summary_by_cost_code_settle_true/screenshot.png,,14,0,0,
prime-contracts/562949958876859_pdf,Prime Contracts,critical,562949958876859 Pdf,562949958876859_pdf,other,not_started,https://us02.procore.com/562949955214786/project/prime_contracts/562949958876859.pdf,/Users/meganharrison/Documents/github/alleato-procore/apps/docs/pages/PLANS/prime-contracts/procore-prime-contracts-crawl/pages/562949958876859_pdf/screenshot.png,,0,0,0,
prime-contracts/configure_tab,Prime Contracts,critical,Configure Tab,configure_tab,tab,not_started,https://us02.procore.com/562949955214786/project/prime_contract/configure_tab,/Users/meganharrison/Documents/github/alleato-procore/apps/docs/pages/PLANS/prime-contracts/procore-prime-contracts-crawl/pages/configure_tab/screenshot.png,,5,0,0,
prime-contracts/create,Prime Contracts,critical,Create,create,form,not_started,https://us02.procore.com/webclients/host/companies/562949953443325/projects/562949955214786/tools/contracts/prime_contracts/create,/Users/meganharrison/Documents/github/alleato-procore/apps/docs/pages/PLANS/prime-contracts/procore-prime-contracts-crawl/pages/create/screenshot.png,,62,0,0,
prime-contracts/diagrams,Prime Contracts,critical,Diagrams,diagrams,other,not_started,https://v2.support.procore.com/product-manuals/prime-contracts-project/diagrams,/Users/meganharrison/Documents/github/alleato-procore/apps/docs/pages/PLANS/prime-contracts/procore-prime-contracts-crawl/pages/diagrams/screenshot.png,,11,0,0,
prime-contracts/edit,Prime Contracts,critical,Edit,edit,form,not_started,https://us02.procore.com/webclients/host/companies/562949953443325/projects/562949955214786/tools/contracts/prime_contracts/562949958876859/edit,/Users/meganharrison/Documents/github/alleato-procore/apps/docs/pages/PLANS/prime-contracts/procore-prime-contracts-crawl/pages/edit/screenshot.png,,82,0,0,
prime-contracts/faq-or-troubleshooting,Prime Contracts,critical,Faq Or Troubleshooting,faq-or-troubleshooting,other,not_started,https://v2.support.procore.com/product-manuals/prime-contracts-project/faq-or-troubleshooting,/Users/meganharrison/Documents/github/alleato-procore/apps/docs/pages/PLANS/prime-contracts/procore-prime-contracts-crawl/pages/faq-or-troubleshooting/screenshot.png,,11,0,0,
prime-contracts/permissions,Prime Contracts,critical,Permissions,permissions,other,not_started,https://v2.support.procore.com/product-manuals/prime-contracts-project/permissions,/Users/meganharrison/Documents/github/alleato-procore/apps/docs/pages/PLANS/prime-contracts/procore-prime-contracts-crawl/pages/permissions/screenshot.png,,11,0,0,
prime-contracts/permissions-matrix,Prime Contracts,critical,Permissions Matrix,permissions-matrix,other,not_started,https://v2.support.procore.com/process-guides/permissions-matrix/,/Users/meganharrison/Documents/github/alleato-procore/apps/docs/pages/PLANS/prime-contracts/procore-prime-contracts-crawl/pages/permissions-matrix/screenshot.png,,11,0,0,
prime-contracts/prime_20contract,Prime Contracts,critical,Prime 20contract,prime_20contract,other,not_started,https://community.procore.com/s/global-search/prime%20contract,/Users/meganharrison/Documents/github/alleato-procore/apps/docs/pages/PLANS/prime-contracts/procore-prime-contracts-crawl/pages/prime_20contract/screenshot.png,,26,0,0,
prime-contracts/prime-contracts,Prime Contracts,critical,Prime Contracts,prime-contracts,other,not_started,https://support.procore.com/products/online/user-guide/project-level/prime-contracts,/Users/meganharrison/Documents/github/alleato-procore/apps/docs/pages/PLANS/prime-contracts/procore-prime-contracts-crawl/pages/prime-contracts/screenshot.png,,11,0,0,
prime-contracts/prime_contracts,Prime Contracts,critical,Prime Contracts,prime_contracts,other,not_started,https://us02.procore.com/webclients/host/companies/562949953443325/projects/562949955214786/tools/contracts/prime_contracts,/Users/meganharrison/Documents/github/alleato-procore/apps/docs/pages/PLANS/prime-contracts/procore-prime-contracts-crawl/pages/prime_contracts/screenshot.png,,32,0,0,
daily-logs/configure_tab_track_settings_icon,Daily Logs,high,Configure Tab Track Settings Icon,configure_tab_track_settings_icon,tab,not_started,https://us02.procore.com/562949954728542/project/daily_log/configure_tab?track=settings_icon,/Users/meganharrison/Documents/github/alleato-procore/apps/docs/pages/PLANS/daily-logs/crawl-daily-logs/pages/configure_tab_track_settings_icon/screenshot.png,,3,0,0,
daily-logs/dailylog,Daily Logs,high,Dailylog,dailylog,other,not_started,https://us02.procore.com/webclients/host/companies/562949953443325/projects/562949954728542/tools/dailylog,/Users/meganharrison/Documents/github/alleato-procore/apps/docs/pages/PLANS/daily-logs/crawl-daily-logs/pages/dailylog/screenshot.png,,153,0,0,
daily-logs/dailylog_create_dialog_0,Daily Logs,high,Dailylog Create Dialog 0,dailylog_create_dialog_0,form,not_started,,/Users/meganharrison/Documents/github/alleato-procore/apps/docs/pages/PLANS/daily-logs/crawl-daily-logs/pages/dailylog_create_dialog_0/screenshot.png,,0,0,0,
daily-logs/list,Daily Logs,high,List,list,list,not_started,https://us02.procore.com/webclients/host/companies/562949953443325/projects/562949954728542/tools/dailylog/list,/Users/meganharrison/Documents/github/alleato-procore/apps/docs/pages/PLANS/daily-logs/crawl-daily-logs/pages/list/screenshot.png,,153,0,0,
daily-logs/list_create_dialog_0,Daily Logs,high,List Create Dialog 0,list_create_dialog_0,list,not_started,,/Users/meganharrison/Documents/github/alleato-procore/apps/docs/pages/PLANS/daily-logs/crawl-daily-logs/pages/list_create_dialog_0/screenshot.png,,0,0,0,
daily-logs/photos,Daily Logs,high,Photos,photos,other,not_started,https://us02.procore.com/webclients/host/companies/562949953443325/projects/562949954728542/tools/dailylog/photos,/Users/meganharrison/Documents/github/alleato-procore/apps/docs/pages/PLANS/daily-logs/crawl-daily-logs/pages/photos/screenshot.png,,153,0,0,
daily-logs/weather,Daily Logs,high,Weather,weather,other,not_started,https://us02.procore.com/webclients/host/companies/562949953443325/projects/562949954728542/tools/dailylog/weather,/Users/meganharrison/Documents/github/alleato-procore/apps/docs/pages/PLANS/daily-logs/crawl-daily-logs/pages/weather/screenshot.png,,153,0,0,
rfis/change-the-status-of-an-rfi-ios,Rfis,high,Change The Status Of An Rfi Ios,change-the-status-of-an-rfi-ios,other,not_started,https://v2.support.procore.com/product-manuals/rfis-ios/tutorials/change-the-status-of-an-rfi-ios,/Users/meganharrison/Documents/github/alleato-procore/apps/docs/pages/PLANS/rfis/crawl-rfis/pages/change-the-status-of-an-rfi-ios/screenshot.png,,10,0,0,
rfis/choose-an-official-response-for-an-rfi,Rfis,high,Choose An Official Response For An Rfi,choose-an-official-response-for-an-rfi,other,not_started,https://v2.support.procore.com/product-manuals/rfi-project/tutorials/choose-an-official-response-for-an-rfi/,/Users/meganharrison/Documents/github/alleato-procore/apps/docs/pages/PLANS/rfis/crawl-rfis/pages/choose-an-official-response-for-an-rfi/screenshot.png,,10,0,0,
rfis/close-an-rfi,Rfis,high,Close An Rfi,close-an-rfi,other,not_started,https://v2.support.procore.com/product-manuals/rfi-project/tutorials/close-an-rfi/,/Users/meganharrison/Documents/github/alleato-procore/apps/docs/pages/PLANS/rfis/crawl-rfis/pages/close-an-rfi/screenshot.png,,10,0,0,
rfis/create-a-change-event-from-an-rfi-ios,Rfis,high,Create A Change Event From An Rfi Ios,create-a-change-event-from-an-rfi-ios,form,not_started,https://v2.support.procore.com/product-manuals/rfis-ios/tutorials/create-a-change-event-from-an-rfi-ios/,/Users/meganharrison/Documents/github/alleato-procore/apps/docs/pages/PLANS/rfis/crawl-rfis/pages/create-a-change-event-from-an-rfi-ios/screenshot.png,,10,0,0,
rfis/edit,Rfis,high,Edit,edit,form,not_started,https://us02.procore.com/webclients/host/companies/562949953443325/projects/562949954728542/tools/rfis/562949957101832/edit,/Users/meganharrison/Documents/github/alleato-procore/apps/docs/pages/PLANS/rfis/crawl-rfis/pages/edit/screenshot.png,,28,0,0,
rfis/edit-an-rfi,Rfis,high,Edit An Rfi,edit-an-rfi,form,not_started,https://v2.support.procore.com/product-manuals/rfi-project/tutorials/edit-an-rfi,/Users/meganharrison/Documents/github/alleato-procore/apps/docs/pages/PLANS/rfis/crawl-rfis/pages/edit-an-rfi/screenshot.png,,33,0,0,
rfis/export-an-rfi,Rfis,high,Export An Rfi,export-an-rfi,other,not_started,https://v2.support.procore.com/product-manuals/rfi-project/tutorials/export-an-rfi/,/Users/meganharrison/Documents/github/alleato-procore/apps/docs/pages/PLANS/rfis/crawl-rfis/pages/export-an-rfi/screenshot.png,,10,0,0,
rfis/export-rfis,Rfis,high,Export Rfis,export-rfis,other,not_started,https://v2.support.procore.com/product-manuals/rfi-project/tutorials/export-rfis/,/Users/meganharrison/Documents/github/alleato-procore/apps/docs/pages/PLANS/rfis/crawl-rfis/pages/export-rfis/screenshot.png,,10,0,0,
rfis/reopen-an-rfi,Rfis,high,Reopen An Rfi,reopen-an-rfi,other,not_started,https://v2.support.procore.com/product-manuals/rfi-project/tutorials/reopen-an-rfi/,/Users/meganharrison/Documents/github/alleato-procore/apps/docs/pages/PLANS/rfis/crawl-rfis/pages/reopen-an-rfi/screenshot.png,,10,0,0,
rfis/respond-to-an-rfi,Rfis,high,Respond To An Rfi,respond-to-an-rfi,other,not_started,https://v2.support.procore.com/product-manuals/rfi-project/tutorials/respond-to-an-rfi,/Users/meganharrison/Documents/github/alleato-procore/apps/docs/pages/PLANS/rfis/crawl-rfis/pages/respond-to-an-rfi/screenshot.png,,10,0,0,
rfis/respond-to-an-rfi-ios,Rfis,high,Respond To An Rfi Ios,respond-to-an-rfi-ios,other,not_started,https://v2.support.procore.com/product-manuals/rfis-ios/tutorials/respond-to-an-rfi-ios,/Users/meganharrison/Documents/github/alleato-procore/apps/docs/pages/PLANS/rfis/crawl-rfis/pages/respond-to-an-rfi-ios/screenshot.png,,10,0,0,
rfis/rfi_562949957101832,Rfis,high,Rfi 562949957101832,rfi_562949957101832,other,not_started,https://us02.procore.com/webclients/host/companies/562949953443325/projects/562949954728542/tools/rfis/562949957101832,/Users/meganharrison/Documents/github/alleato-procore/apps/docs/pages/PLANS/rfis/crawl-rfis/pages/rfi_562949957101832/screenshot.png,,15,0,0,
rfis/rfi_list,Rfis,high,Rfi List,rfi_list,list,not_started,https://us02.procore.com/webclients/host/companies/562949953443325/projects/562949954728542/tools/rfis,/Users/meganharrison/Documents/github/alleato-procore/apps/docs/pages/PLANS/rfis/crawl-rfis/pages/rfi_list/screenshot.png,,100,0,0,
rfis/search-for-and-filter-rfis-ios,Rfis,high,Search For And Filter Rfis Ios,search-for-and-filter-rfis-ios,other,not_started,https://v2.support.procore.com/product-manuals/rfis-ios/tutorials/search-for-and-filter-rfis-ios/,/Users/meganharrison/Documents/github/alleato-procore/apps/docs/pages/PLANS/rfis/crawl-rfis/pages/search-for-and-filter-rfis-ios/screenshot.png,,10,0,0,
rfis/view_pdf_id_562949957101832,Rfis,high,View Pdf Id 562949957101832,view_pdf_id_562949957101832,detail,not_started,https://us02.procore.com/562949954728542/project/rfi/view_pdf?id=562949957101832,/Users/meganharrison/Documents/github/alleato-procore/apps/docs/pages/PLANS/rfis/crawl-rfis/pages/view_pdf_id_562949957101832/screenshot.png,,0,0,0,
rfis/view_pdf_id_562949957101857,Rfis,high,View Pdf Id 562949957101857,view_pdf_id_562949957101857,detail,not_started,https://us02.procore.com/562949954728542/project/rfi/view_pdf?id=562949957101857,/Users/meganharrison/Documents/github/alleato-procore/apps/docs/pages/PLANS/rfis/crawl-rfis/pages/view_pdf_id_562949957101857/screenshot.png,,0,0,0,
rfis/view_pdf_id_562949957102669,Rfis,high,View Pdf Id 562949957102669,view_pdf_id_562949957102669,detail,not_started,https://us02.procore.com/562949954728542/project/rfi/view_pdf?id=562949957102669,/Users/meganharrison/Documents/github/alleato-procore/apps/docs/pages/PLANS/rfis/crawl-rfis/pages/view_pdf_id_562949957102669/screenshot.png,,0,0,0,
rfis/view_pdf_id_562949957102788,Rfis,high,View Pdf Id 562949957102788,view_pdf_id_562949957102788,detail,not_started,https://us02.procore.com/562949954728542/project/rfi/view_pdf?id=562949957102788,/Users/meganharrison/Documents/github/alleato-procore/apps/docs/pages/PLANS/rfis/crawl-rfis/pages/view_pdf_id_562949957102788/screenshot.png,,0,0,0,
rfis/view_pdf_id_562949957102805,Rfis,high,View Pdf Id 562949957102805,view_pdf_id_562949957102805,detail,not_started,https://us02.procore.com/562949954728542/project/rfi/view_pdf?id=562949957102805,/Users/meganharrison/Documents/github/alleato-procore/apps/docs/pages/PLANS/rfis/crawl-rfis/pages/view_pdf_id_562949957102805/screenshot.png,,0,0,0,
rfis/view_pdf_id_562949957102827,Rfis,high,View Pdf Id 562949957102827,view_pdf_id_562949957102827,detail,not_started,https://us02.procore.com/562949954728542/project/rfi/view_pdf?id=562949957102827,/Users/meganharrison/Documents/github/alleato-procore/apps/docs/pages/PLANS/rfis/crawl-rfis/pages/view_pdf_id_562949957102827/screenshot.png,,0,0,0,
rfis/view_pdf_id_562949957104982,Rfis,high,View Pdf Id 562949957104982,view_pdf_id_562949957104982,detail,not_started,https://us02.procore.com/562949954728542/project/rfi/view_pdf?id=562949957104982,/Users/meganharrison/Documents/github/alleato-procore/apps/docs/pages/PLANS/rfis/crawl-rfis/pages/view_pdf_id_562949957104982/screenshot.png,,0,0,0,
rfis/view_pdf_id_562949957105070,Rfis,high,View Pdf Id 562949957105070,view_pdf_id_562949957105070,detail,not_started,https://us02.procore.com/562949954728542/project/rfi/view_pdf?id=562949957105070,/Users/meganharrison/Documents/github/alleato-procore/apps/docs/pages/PLANS/rfis/crawl-rfis/pages/view_pdf_id_562949957105070/screenshot.png,,0,0,0,
rfis/view_pdf_id_562949957105184,Rfis,high,View Pdf Id 562949957105184,view_pdf_id_562949957105184,detail,not_started,https://us02.procore.com/562949954728542/project/rfi/view_pdf?id=562949957105184,/Users/meganharrison/Documents/github/alleato-procore/apps/docs/pages/PLANS/rfis/crawl-rfis/pages/view_pdf_id_562949957105184/screenshot.png,,0,0,0,
